"","prac.code","bp","bp1","chd","depression","pad_IMD","pad","stroke.IMD","stroke","bp_notdiag","bp.qof","chd.qof","depression.qof"
"4760","K81066",19.34,0.19,6.75,13.32,0.87,0.9,3.39,3.42,11.46,0.09,1.89,5.81
"4761","K81067",21.48,0.21,7.16,14.37,0.93,0.94,3.62,3.6,12.12,0.13,2.64,9.72
"4762","K81068",19.7,0.2,6.47,13.75,0.83,0.87,3.3,3.36,11.81,0.12,2.75,2.09
"4763","K81069",20.5,0.2,6.96,13.44,0.91,0.95,3.51,3.58,11.59,0.14,2.74,2.97
"4764","K81070",18.83,0.19,6.56,14.56,0.86,0.91,3.42,3.5,11.16,0.11,2.23,7.13
"4765","K81072",14.91,0.15,7.74,10.23,0.94,0.91,3.61,3.66,10.48,0.13,2.37,4.05
"4766","K81073",19.29,0.19,6.66,15.25,0.9,0.95,3.48,3.51,11.79,0.13,2.49,6.76
"4767","K81074",11.37,0.11,6.55,12.25,0.84,0.88,3.31,3.38,8.05,0.06,1.25,0.58
"4768","K81075",19.22,0.19,7.94,11.41,0.98,0.93,3.28,3.47,10.98,0.11,2.48,8.33
"4769","K81076",21.9,0.22,6.76,13.69,0.87,0.92,3.5,3.59,12.14,0.14,3.15,5.54
"4770","K81077",18.73,0.19,6.58,15.03,0.88,0.92,3.35,3.42,11.59,0.15,2.54,11.2
"4771","K81078",19.01,0.19,7.54,13.77,0.96,0.98,3.63,3.74,11.4,0.14,2.16,6.59
"4772","K81080",19.55,0.2,6.59,14.37,0.86,0.91,3.39,3.54,11.42,0.11,2.72,6.39
"4773","K81081",16.03,0.16,6.76,12.7,0.85,0.84,3.04,3.23,10.67,0.1,1.27,4.47
"4774","K81082",19.51,0.2,7.95,11.09,0.97,0.91,3.39,3.49,11.21,0.08,1.97,5.33
"4775","K81083",18.37,0.18,8.83,10.49,1.06,0.99,3.48,3.74,10.58,0.09,2.65,2.21
"4776","K81084",19.42,0.19,6.68,13.5,0.86,0.89,3.31,3.38,11.4,0.14,2.42,9.1
"4777","K81085",20.85,0.21,8.71,10,1.05,0.97,3.32,3.61,11.36,0.14,3.11,2.34
"4778","K81086",20.34,0.2,8.92,10.11,1.09,1.01,3.39,3.71,11.02,0.12,3.93,5.26
"4779","K81087",17.72,0.18,6.62,14.74,0.91,0.92,3.6,3.42,11.76,0.09,1.97,9.8
"4780","K81089",21.71,0.22,8.28,10.62,0.97,0.91,3.35,3.63,11.81,0.14,2.09,1.38
"4781","K81092",17.35,0.17,5.75,14.44,0.79,0.83,2.96,3.03,10.63,0.11,1.58,7.79
"4782","K81094",16.93,0.17,7.03,15.08,0.95,0.98,3.58,3.59,11.25,0.11,2.08,6.16
"4783","K81097",18.62,0.19,6.84,13.8,0.91,0.94,3.48,3.48,11.33,0.11,2.1,7.09
"4784","K81100",14.45,0.14,6.04,10.78,0.78,0.76,2.87,2.93,10.41,0.07,0.96,3.25
"4785","K81101",19.57,0.2,7.75,12.82,0.98,0.98,3.75,3.79,11.74,0.14,2.41,8.89
"4786","K81102",16.41,0.16,5.9,15.51,0.81,0.87,3.09,3.15,10.71,0.11,2.03,6.74
"4787","K81103",19.87,0.2,6.63,14.52,0.88,0.93,3.47,3.51,12.08,0.12,2.22,7.58
"4788","K81605",6.23,0.06,6.22,10.3,0.79,0.79,2.93,3.03,6.23,0.03,0.35,1.35
"4789","K81607",15.02,0.15,7.45,13.15,0.95,0.97,3.56,3.64,10.11,0.12,3.49,3.35
"4790","K81608",17.13,0.17,8.5,10.49,1.02,0.95,3.46,3.66,10.45,0.09,2.79,7.49
"4791","K81610",16.37,0.16,6.05,15.27,0.85,0.88,3.16,3.12,11,0.1,1.83,13.04
"4792","K81613",16.29,0.16,7.62,10.63,0.97,0.94,3.56,3.56,10.95,0.13,1.84,3.49
"4793","K81616",20.36,0.2,8.65,9.95,1.04,0.96,3.48,3.68,11.25,0.14,3.38,1.35
"4794","K81622",20.64,0.21,7.86,11.72,0.94,0.94,3.76,3.88,11.88,0.15,3.28,4.8
"4795","K81630",17.39,0.17,6.67,13.31,0.85,0.88,3.43,3.46,11.32,0.12,2.34,8.41
"4796","K81633",15.11,0.15,6.44,13.9,0.85,0.86,3.09,3.17,9.97,0.1,1.66,9.75
"4797","K81636",14.9,0.15,6.36,13.24,0.83,0.82,3.03,3.1,10.25,0.12,1.69,2.61
"4798","K81638",16.66,0.17,6.22,15.35,0.83,0.88,3.15,3.28,10.58,0.11,2.3,13.32
"4799","K81640",14.09,0.14,7.73,10.74,0.97,0.93,3.54,3.62,10.2,0.08,1.07,0.67
"4800","K81644",15.76,0.16,6.63,13.3,0.87,0.89,3.3,3.36,9.97,0.12,2.37,5.85
"4801","K81645",17.7,0.18,8.03,10.52,0.98,0.91,3.2,3.43,10.35,0.12,2.86,6.92
"4802","K81647",15.64,0.16,6.57,14.26,0.83,0.86,3.49,3.51,10.45,0.13,1.54,4.14
"4803","K81651",15.1,0.15,6.92,11.49,0.87,0.85,3.25,3.32,10.47,0.09,1.67,8.61
"4804","K81655",17.47,0.17,6.04,14.36,0.81,0.86,3.11,3.17,10.95,0.14,3.1,5.81
"4805","K81656",16.25,0.16,6.04,14.97,0.84,0.86,3.21,3.16,11.04,0.09,1.87,5.77
"4806","K81657",13.75,0.14,5.86,15.17,0.81,0.82,3.19,3.09,10.38,0.07,1.17,12.35
"4807","K81667",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA
"4808","K82001",22.81,0.23,7.19,13.88,0.92,0.97,3.72,3.8,12.29,0.13,3.22,4.36
"4809","K82003",18,0.18,7.07,15.63,0.95,0.95,3.49,3.4,11.48,0.12,2,7.07
"4810","K82004",20.32,0.2,6.84,14.33,0.9,0.94,3.57,3.61,11.64,0.12,2.59,7.75
"4811","K82005",23.35,0.23,7.34,14.77,0.97,1.03,3.79,3.84,12.56,0.16,3.4,8.11
"4812","K82006",21.72,0.22,7.36,13.46,0.98,0.97,3.62,3.55,12.54,0.16,3.25,6.55
"4813","K82007",18.37,0.18,6.51,14.73,0.87,0.92,3.47,3.53,11.4,0.12,2.31,7.99
"4814","K82008",21.48,0.21,6.87,13.39,0.87,0.91,3.43,3.52,11.71,0.13,3.15,8.92
"4815","K82009",22.95,0.23,7.23,14.99,0.95,1,3.68,3.71,12.59,0.14,2.8,4.34
"4816","K82010",19.28,0.19,8.14,12.17,1.05,1.03,3.62,3.72,11.26,0.1,2.45,3.99
"4817","K82011",20.23,0.2,7.18,14.12,0.91,0.96,3.68,3.77,11.61,0.11,2.75,5.94
"4818","K82012",21.98,0.22,6.9,14.18,0.91,0.95,3.52,3.6,11.86,0.15,3.24,6.16
"4819","K82013",23.57,0.24,7.69,15.33,1,1.04,3.57,3.77,12.75,0.14,3.32,9.56
"4820","K82014",20.32,0.2,7.41,14.22,0.96,0.98,3.81,3.82,11.85,0.13,3.31,7.51
"4821","K82015",21.77,0.22,7.76,15.3,1.02,1.06,3.64,3.78,12.37,0.15,3.4,7.74
"4822","K82016",21.79,0.22,7.18,15.42,0.98,1.03,3.61,3.62,12.44,0.14,3.11,8.85
"4823","K82017",19.94,0.2,8.2,11.76,1.03,1.01,3.69,3.82,11.23,0.13,2.56,2.81
"4824","K82018",17.55,0.18,6.86,15.1,0.92,0.93,3.31,3.4,10.98,0.1,2.74,9.52
"4825","K82019",17.81,0.18,6.79,14.82,0.9,0.92,3.26,3.38,10.99,0.11,2.34,6.21
"4826","K82020",22.55,0.23,8.07,12.26,1.03,1.02,3.75,3.82,12.35,0.15,3.03,7.33
"4827","K82021",23.22,0.23,6.91,15.21,0.92,0.98,3.68,3.71,12.64,0.16,3.65,6.49
"4828","K82022",19.05,0.19,7.69,12.72,1.01,1,3.56,3.58,11.35,0.11,2.15,9.68
"4829","K82023",22.36,0.22,7.03,14.92,0.93,0.98,3.7,3.74,12.51,0.14,2.84,4.82
"4830","K82024",19.94,0.2,6.94,14.3,0.93,0.95,3.54,3.52,11.93,0.15,3.14,9.02
"4831","K82025",22.8,0.23,7.51,13.97,0.98,0.98,3.6,3.58,12.5,0.13,2.69,5.34
"4832","K82026",21.88,0.22,7.58,15.22,1.01,1.04,3.58,3.71,12.42,0.19,3.45,7.86
"4833","K82027",20.41,0.2,7.28,15.14,0.98,0.99,3.43,3.46,12.04,0.13,2.33,4.64
"4834","K82028",23.29,0.23,7.13,15.06,0.92,0.98,3.84,3.93,12.69,0.15,3.61,6.55
"4835","K82029",20.46,0.2,7.28,14.05,0.96,0.98,3.72,3.7,11.96,0.13,2.57,7.35
"4836","K82030",19.71,0.2,8.1,11.76,1.06,1.04,3.55,3.66,11.32,0.13,2.51,8.37
"4837","K82031",22.23,0.22,7.56,13.03,0.97,0.97,3.66,3.68,12.11,0.13,3.29,8.69
"4838","K82032",19.44,0.19,7.15,14.86,0.95,0.96,3.38,3.4,11.8,0.13,2.56,9.07
"4839","K82033",21.5,0.21,7.55,13.47,0.97,0.97,3.66,3.68,12.3,0.15,3.22,7.39
"4840","K82034",22.35,0.22,6.94,15.09,0.92,0.98,3.71,3.77,12.44,0.16,3.7,7.95
"4841","K82035",20.38,0.2,6.54,14.98,0.87,0.94,3.43,3.5,11.65,0.12,2.42,5.21
"4842","K82036",21.07,0.21,8.04,11.8,1.04,1.02,3.59,3.68,11.88,0.12,3.32,9.31
"4843","K82037",21.37,0.21,7.1,14.34,0.92,0.95,3.71,3.7,12.4,0.13,3.05,5.03
"4844","K82038",20.53,0.21,7.22,14.25,0.94,0.96,3.63,3.69,11.84,0.12,3.78,9.24
"4845","K82039",19.54,0.2,7.7,14.43,1.01,1.02,3.63,3.69,11.75,0.14,2.74,8.94
"4846","K82040",18.1,0.18,7.32,14.74,0.97,1,3.48,3.64,11.06,0.12,2.76,8.3
"4847","K82042",22.68,0.23,6.64,14.59,0.86,0.9,3.59,3.64,12.54,0.16,3.76,7.92
"4848","K82043",22.33,0.22,6.77,15.53,0.89,0.95,3.63,3.71,12.66,0.17,3.63,7.63
"4849","K82044",15.8,0.16,7.54,12.25,0.99,0.98,3.49,3.52,10.06,0.08,1.81,8.5
"4850","K82045",23.3,0.23,7.42,13.36,0.93,0.96,3.63,3.73,12.64,0.15,3.4,7.26
"4851","K82046",21.05,0.21,6.83,14.11,0.89,0.94,3.51,3.59,11.75,0.13,2.37,8.13
"4852","K82047",21.12,0.21,6.62,15.21,0.88,0.93,3.57,3.62,12.29,0.15,2.76,4.95
"4853","K82048",21.31,0.21,6.83,15.35,0.92,0.97,3.53,3.61,12.37,0.15,2.58,11.41
"4854","K82049",22.89,0.23,7.31,14.21,0.96,1.02,3.79,3.87,12.34,0.18,3.03,5.6
"4855","K82050",18.16,0.18,7.71,17.39,1.09,1.11,3.6,3.5,11.02,0.12,2.45,5.05
"4856","K82051",22.15,0.22,6.99,13.93,0.91,0.96,3.6,3.68,12.14,0.15,3.1,5.83
"4857","K82053",20.58,0.21,8.03,12.15,1.04,1.02,3.69,3.72,11.86,0.12,2.96,7.45
"4858","K82054",21.3,0.21,7.67,15.15,1,0.99,3.49,3.46,11.86,0.12,2.88,8.41
"4859","K82055",21.55,0.22,7.32,13.94,0.96,0.96,3.73,3.66,12.3,0.15,3.83,7.5
"4860","K82057",22.65,0.23,6.95,15.38,0.93,1,3.55,3.63,12.49,0.14,3.18,6.85
"4861","K82058",20.41,0.2,7.07,14.38,0.95,0.98,3.61,3.59,12.15,0.12,2.46,7.4
"4862","K82059",20.93,0.21,7.09,15.76,0.96,0.98,3.27,3.36,11.99,0.14,2.46,9.19
"4863","K82060",20.19,0.2,6.8,14.22,0.91,0.9,3.28,3.25,11.92,0.09,2.41,3.86
"4864","K82061",21.45,0.21,6.67,15.2,0.9,0.95,3.61,3.63,12.41,0.16,3.4,8.16
"4865","K82062",19.81,0.2,7.88,16.26,1.06,1.07,3.64,3.68,11.7,0.15,2.38,7.21
"4866","K82064",17.16,0.17,6.93,13.41,0.87,0.85,3.09,3.15,10.83,0.08,1.38,6.4
"4867","K82065",17.2,0.17,7.27,13.48,0.93,0.92,3.15,3.32,10.95,0.11,1.6,8.86
"4868","K82066",21.21,0.21,6.96,15.07,0.95,0.99,3.61,3.62,12.02,0.17,3.42,8.27
"4869","K82067",18.87,0.19,6.79,13.76,0.92,0.92,3.2,3.21,11.57,0.11,2.19,5.03
"4870","K82068",20.18,0.2,6.58,15.12,0.88,0.92,3.56,3.56,12.11,0.17,3.24,9.11
"4871","K82069",20.89,0.21,6.52,14.13,0.86,0.92,3.48,3.54,12.33,0.14,3.39,8.32
"4872","K82070",21.57,0.22,6.33,15.41,0.85,0.9,3.46,3.48,12.39,0.12,3.14,6.54
"4873","K82073",21.86,0.22,6.88,14.8,0.89,0.94,3.67,3.74,12.14,0.14,3.44,7.23
"4874","K82074",19.23,0.19,6.28,15.31,0.86,0.9,3.19,3.22,11.57,0.12,2.53,5.98
"4875","K82076",18.56,0.19,6.7,13.54,0.9,0.91,3.12,3.17,11.49,0.11,1.78,4.53
"4876","K82078",21.77,0.22,7,13.42,0.89,0.93,3.51,3.62,11.85,0.11,2.45,8.28
"4877","K82079",21.29,0.21,6.63,15.35,0.89,0.95,3.57,3.59,12.27,0.16,3.36,6.82
"4878","K82603",18.41,0.18,7.95,12.06,1.05,1.02,3.6,3.65,11.18,0.11,2.86,6.47
"4879","K82610",17.42,0.17,6.47,15.83,0.89,0.88,2.97,2.94,10.7,0.11,1.78,9.58
"4880","K82615",16.86,0.17,6.06,13.86,0.81,0.83,2.96,3.01,11.03,0.09,1.81,8.46
"4881","K82617",19.05,0.19,6.7,15.42,0.89,0.93,3.42,3.46,11.63,0.14,2.45,11.73
"4882","K82618",20.49,0.2,6.45,15.21,0.86,0.92,3.4,3.48,11.6,0.12,2.81,8.2
"4883","K82621",18.8,0.19,6.39,14.6,0.85,0.9,3.25,3.33,11.21,0.12,1.89,6.14
"4884","K82631",16.13,0.16,6.48,13.22,0.86,0.87,2.95,3.06,10.52,0.08,1.16,4.86
"4885","K82633",15.04,0.15,6.69,13.16,0.87,0.88,3.24,3.26,10.2,0.08,1.16,9.76
"4886","K83002",20.62,0.21,7.05,18.75,0.99,1.04,3.71,3.68,12.27,0.12,3.46,10.24
"4887","K83003",20.77,0.21,7.34,15.35,0.96,0.98,3.68,3.71,12.1,0.14,3.28,6.37
"4888","K83004",19.99,0.2,6.66,15.49,0.91,0.96,3.5,3.51,12.02,0.16,2.71,10.5
"4889","K83005",21,0.21,7.73,17.37,1.06,1.09,3.76,3.76,11.86,0.13,3,13.49
"4890","K83006",21.85,0.22,7.19,16.79,0.98,1.02,3.69,3.62,12.49,0.15,3.2,7.8
"4891","K83007",20.63,0.21,6.93,16.89,0.94,1,3.52,3.65,11.92,0.14,3.27,12.81
"4892","K83008",23.33,0.23,7.43,14.71,0.98,1.02,3.73,3.79,12.87,0.17,3.67,7.71
"4893","K83009",15.78,0.16,6.88,14.94,0.92,0.97,3.63,3.62,9.66,0.12,2.74,6.3
"4894","K83010",19.05,0.19,7.05,15.85,0.94,0.97,3.6,3.58,11.55,0.12,2.84,9.38
"4895","K83011",23.93,0.24,7.99,15.98,1.07,1.1,3.84,3.9,12.74,0.17,3.5,12.12
"4896","K83012",20.22,0.2,7.33,15.12,0.97,0.99,3.57,3.61,11.83,0.13,2.71,13.19
"4897","K83013",19.77,0.2,7.21,17.25,0.98,1.02,3.66,3.64,11.72,0.12,3.22,10.89
"4898","K83014",18.69,0.19,7.39,15.35,0.96,0.98,3.64,3.67,11.35,0.12,2.7,11.12
"4899","K83015",22.07,0.22,7.37,16.85,1.02,1.07,3.71,3.78,12.76,0.18,3.43,9.2
"4900","K83017",23.64,0.24,6.87,15.96,0.94,1,3.7,3.66,13.68,0.18,3.44,8.01
"4901","K83018",20.37,0.2,6.87,15.32,0.94,1,3.6,3.62,12.07,0.13,2.78,8.79
"4902","K83019",23.16,0.23,6.89,15.65,0.94,0.99,3.72,3.68,12.76,0.13,2.92,5.87
"4903","K83020",17.64,0.18,7.03,16.55,0.95,0.97,3.39,3.37,10.89,0.1,1.72,12.36
"4904","K83021",21.92,0.22,7.16,16.57,0.99,1.05,3.63,3.65,12.66,0.15,3.65,13.24
"4905","K83022",20.34,0.2,6.45,15.6,0.88,0.94,3.4,3.42,11.94,0.15,3.41,10.47
"4906","K83023",22.78,0.23,7.28,14.69,0.99,1.05,3.86,3.84,12.9,0.15,3.43,6.39
"4907","K83024",21.14,0.21,7.03,16.97,0.96,1.01,3.64,3.71,12.17,0.16,3.23,12.88
"4908","K83025",17.89,0.18,7.29,15.54,0.96,0.97,3.56,3.55,11.27,0.12,2.36,9.94
"4909","K83026",20.61,0.21,7.72,16.97,1.03,1.06,3.69,3.76,11.73,0.13,2.84,9.64
"4910","K83027",17.56,0.18,7.38,15.31,0.96,0.98,3.64,3.68,10.9,0.11,2.77,12.04
"4911","K83028",21.63,0.22,7.09,16.96,0.98,1.03,3.65,3.73,12.45,0.15,3.74,11.4
"4912","K83029",20.38,0.2,7.38,15.16,0.98,1,3.61,3.64,11.85,0.15,2.62,7
"4913","K83030",22.73,0.23,6.95,16.74,0.96,1.01,3.65,3.67,12.8,0.15,3.36,8.2
"4914","K83031",21.98,0.22,7.08,16.13,0.99,1.04,3.72,3.69,13.2,0.13,2.73,9.69
"4915","K83032",20.17,0.2,7.13,16.87,0.98,1.04,3.59,3.68,12.1,0.14,3.18,10.12
"4916","K83033",21,0.21,7.57,15.51,1.01,1.02,3.62,3.63,12.1,0.15,3.3,12.67
"4917","K83035",20.24,0.2,7.36,15.5,0.97,0.99,3.75,3.73,11.92,0.14,3.05,9.47
"4918","K83036",21.87,0.22,7.33,16.91,1,1.05,3.74,3.73,12.37,0.15,3.67,9.01
"4919","K83037",21.76,0.22,7.33,16.59,1.01,1.05,3.93,3.83,12.74,0.15,3,14.07
"4920","K83039",23.63,0.24,7.95,16.41,1.07,1.11,4.02,4,13.06,0.17,4.39,12.35
"4921","K83040",20.75,0.21,7.44,16.12,1.01,1.03,3.54,3.54,11.91,0.13,3.02,13.46
"4922","K83041",20.57,0.21,7.28,15.9,0.97,1,3.74,3.71,12.06,0.12,2.85,6.64
"4923","K83042",22.95,0.23,7.57,15.54,0.99,1.02,3.73,3.8,12.6,0.17,3.47,10.74
"4924","K83043",20.68,0.21,7.38,15.58,0.96,0.99,3.68,3.73,11.97,0.13,3.25,11.79
"4925","K83044",22.33,0.22,7.36,16.27,0.98,1.04,3.84,3.91,12.51,0.16,3.5,8.3
"4926","K83047",22.57,0.23,7.94,16.48,1.06,1.1,3.84,3.91,12.35,0.16,3.32,7.77
"4927","K83048",21.02,0.21,7.31,16.17,1.01,1.02,3.52,3.46,12.09,0.13,2.93,11.05
"4928","K83049",20.6,0.21,6.68,15.4,0.91,0.97,3.53,3.55,12.16,0.15,3.18,6.95
"4929","K83050",21.09,0.21,7.96,14.76,1.01,1.03,3.86,3.96,12.3,0.17,2.91,3.11
"4930","K83051",20.31,0.2,7.08,17.09,0.98,1.02,3.58,3.57,11.88,0.12,3.37,16.15
"4931","K83052",20.54,0.21,6.91,15.28,0.91,0.97,3.53,3.62,11.84,0.13,2.92,7.96
"4932","K83053",23.03,0.23,7.22,15.29,0.99,1.03,3.89,3.78,12.94,0.17,3.12,6.37
"4933","K83055",19.37,0.19,7.13,14.45,0.93,0.98,3.59,3.67,11.32,0.13,2.83,7.03
"4934","K83056",20.27,0.2,7.07,15.2,0.93,0.94,3.44,3.49,12.08,0.14,2.96,5.53
"4935","K83058",21.48,0.21,7.39,15.21,0.96,0.98,3.76,3.78,12.41,0.18,4.04,10.6
"4936","K83059",19.5,0.2,7.18,19.27,1,1.05,3.79,3.75,11.8,0.13,3.27,11.29
"4937","K83064",21.1,0.21,6.56,15.64,0.9,0.95,3.48,3.5,12.05,0.17,2.66,6.11
"4938","K83065",21.98,0.22,6.94,15.92,0.95,1.01,3.74,3.7,12.77,0.14,2.88,17.48
"4939","K83066",23.45,0.23,7.16,15.84,0.99,1.05,3.75,3.74,13.23,0.18,3.45,9.04
"4940","K83068",23.26,0.23,7.06,15.87,0.97,1.04,3.57,3.65,12.59,0.16,3.45,3.66
"4941","K83069",25.02,0.25,7.88,15.99,1.07,1.12,4.14,4.15,13.7,0.28,4.52,8.97
"4942","K83070",20.35,0.2,7.01,15.78,0.98,1.04,3.52,3.58,12,0.15,2.97,10.64
"4943","K83076",19.25,0.19,7.44,15.95,1.01,1.02,3.54,3.54,11.48,0.12,3.14,5.92
"4944","K83077",22.37,0.22,7.56,15.51,0.99,1.02,3.75,3.84,12.41,0.16,3.45,7.42
"4945","K83079",22.52,0.23,7.45,16.58,1.02,1.08,3.77,3.85,12.72,0.13,2.68,4.46
"4946","K83080",20.94,0.21,7.49,16.08,1.03,1.09,3.89,3.9,12.03,0.16,2.9,9.93
"4947","K83081",22.72,0.23,7.25,17.14,0.99,1.02,3.86,3.8,13.14,0.19,2.97,10.25
"4948","K83601",22.52,0.23,7,16.37,0.94,1,3.74,3.74,12.39,0.17,3.62,10.89
"4949","K83607",24.13,0.24,7.72,17.98,1.09,1.14,3.91,3.92,13.52,0.19,4.31,12.76
"4950","K83610",17.2,0.17,6.26,14.43,0.84,0.88,3.15,3.23,10.55,0.12,2.09,9.88
"4951","K83614",21.39,0.21,7.44,18.6,1.04,1.09,3.88,3.87,12.45,0.13,4.27,12.72
"4952","K83616",19.98,0.2,6.72,16.09,0.93,0.98,3.64,3.59,12.07,0.16,3.18,11.23
"4953","K83618",18.17,0.18,7.28,16.1,0.99,1.01,3.51,3.51,11.09,0.12,2.2,10.64
"4954","K83619",16.77,0.17,6.12,14.93,0.82,0.86,3.13,3.18,10.69,0.1,2.03,10.68
"4955","K83620",20.51,0.21,6.66,15.41,0.92,0.97,3.46,3.48,12.11,0.15,3.43,8.98
"4956","K83621",11.91,0.12,5.99,15.64,0.79,0.79,2.98,2.95,9.28,0.05,1.16,8.91
"4957","K83622",17.38,0.17,6.47,17.97,0.91,0.96,3.43,3.39,11.25,0.11,2.45,9.34
"4958","K83625",17.34,0.17,6.34,16.6,0.87,0.92,3.36,3.37,11.24,0.09,1.98,9.62
"4959","K84001",20.13,0.2,6.58,14.65,0.85,0.9,3.58,3.62,11.74,0.11,2.14,5.44
"4960","K84002",17.67,0.18,6.47,15.54,0.87,0.92,3.41,3.48,11.06,0.13,2.28,13.23
"4961","K84003",22.93,0.23,6.7,15.48,0.9,0.95,3.55,3.55,13.04,0.14,2.71,9.71
"4962","K84004",19.16,0.19,7.29,12.91,0.94,0.95,3.51,3.54,11.74,0.12,2.48,4.85
"4963","K84005",23.54,0.24,7.67,13.82,0.99,1.04,3.87,3.96,12.8,0.16,3.78,9.94
"4964","K84006",22.56,0.23,6.94,15.17,0.93,0.99,3.66,3.69,12.26,0.17,3.03,4.3
"4965","K84007",20.16,0.2,7.5,12.58,0.95,0.95,3.67,3.66,12.09,0.14,3.12,6.04
"4966","K84008",20.95,0.21,6.49,15.44,0.86,0.92,3.47,3.54,12.27,0.13,2.97,7.61
"4967","K84009",12.86,0.13,6.52,12.6,0.83,0.84,3.22,3.29,9.06,0.09,1.68,11.04
"4968","K84010",22.61,0.23,6.89,15.15,0.92,0.99,3.6,3.65,12.58,0.15,3.93,8.49
"4969","K84011",13.66,0.14,6.64,9.23,0.83,0.85,3.39,3.43,10.08,0.09,1.63,8.46
"4970","K84012",20.7,0.21,6.67,15.54,0.89,0.96,3.5,3.57,11.78,0.11,1.96,4.72
"4971","K84013",6.69,0.07,6.06,10.2,0.77,0.76,3.02,3.03,6.58,0.04,0.61,3.36
"4972","K84014",19.8,0.2,6.68,14.98,0.88,0.93,3.57,3.59,11.83,0.14,2.54,6.74
"4973","K84015",22.59,0.23,6.9,14.85,0.9,0.96,3.65,3.72,12.98,0.16,3.31,10.81
"4974","K84016",8.65,0.09,6.38,7.37,0.79,0.81,3.17,3.29,8.53,0.06,0.91,6.81
"4975","K84017",20.47,0.2,7.01,15.28,0.94,1,3.58,3.66,11.86,0.14,3.01,8.46
"4976","K84019",21.55,0.22,7.01,15.38,0.94,1,3.71,3.74,12.26,0.14,3.22,6.83
"4977","K84020",21.81,0.22,6.67,14.35,0.84,0.9,3.63,3.7,12.02,0.14,3.13,8.68
"4978","K84021",11.62,0.12,6.86,9.22,0.85,0.87,3.55,3.57,8.89,0.08,1.45,5.07
"4979","K84022",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA
"4980","K84023",22.18,0.22,7,15.53,0.94,0.99,3.72,3.76,12.82,0.16,3.51,12.41
"4981","K84024",22.41,0.22,7.84,15.92,1.07,1.11,3.9,3.93,12.57,0.13,2.85,1.92
"4982","K84025",19.24,0.19,7.01,14.35,0.92,0.97,3.61,3.69,11.21,0.12,3.11,5.18
"4983","K84026",14.21,0.14,6.21,10.64,0.81,0.83,3.19,3.2,10.39,0.08,1.6,5.91
"4984","K84027",21.94,0.22,7.11,14.83,0.95,0.99,3.79,3.77,12.46,0.15,3.33,4.81
"4985","K84028",21.4,0.21,7.53,15.86,1.02,1.06,3.8,3.83,12.22,0.13,3.17,5.17
"4986","K84030",22.24,0.22,6.96,15.64,0.94,1.01,3.59,3.67,12.39,0.14,3.19,5.67
"4987","K84031",17.64,0.18,7.05,14.88,0.91,0.92,3.55,3.49,11,0.12,2.28,9.51
"4988","K84032",14.81,0.15,6.95,11.77,0.89,0.89,3.4,3.41,10.59,0.09,1.85,5.56
"4989","K84033",21.38,0.21,6.79,15.41,0.92,0.98,3.6,3.64,12.22,0.16,3.23,6.86
"4990","K84034",22.62,0.23,6.38,15.64,0.86,0.91,3.32,3.38,12.87,0.13,2.54,3.98
"4991","K84035",21.55,0.22,6.88,14.51,0.9,0.96,3.68,3.72,12.14,0.14,2.82,6.69
"4992","K84036",21.74,0.22,6.69,14.57,0.87,0.94,3.62,3.68,12.06,0.14,3.47,9.73
"4993","K84037",20.74,0.21,6.81,15.14,0.92,0.97,3.69,3.63,12.07,0.13,2.74,10.39
"4994","K84038",21.18,0.21,7.06,15.57,0.97,1.02,3.61,3.66,12.28,0.14,3.2,9.03
"4995","K84039",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA
"4996","K84040",21.62,0.22,7.38,15.84,1,1.04,3.73,3.77,12.31,0.13,3.21,1.48
"4997","K84041",21.62,0.22,7.01,15.01,0.94,0.98,3.68,3.69,12.3,0.15,3.02,6.98
"4998","K84042",22.75,0.23,7.02,15.04,0.93,0.99,3.66,3.72,12.22,0.14,3.77,4.03
"4999","K84043",20.79,0.21,6.77,15.42,0.9,0.95,3.59,3.64,12.12,0.15,3.32,6.85
"5000","K84044",16.55,0.17,6.78,11.83,0.86,0.87,3.36,3.42,10.76,0.12,2.48,7.38
"5001","K84045",22.15,0.22,7.3,14.81,0.95,0.99,3.83,3.84,12.21,0.17,3.21,5.55
"5002","K84046",23.05,0.23,6.75,15.36,0.93,1,3.46,3.53,12.4,0.17,3.33,5.52
"5003","K84047",22.59,0.23,6.62,15.15,0.88,0.94,3.5,3.55,12.62,0.14,2.68,3.23
"5004","K84048",16.51,0.17,6.88,12.01,0.9,0.89,3.35,3.29,10.95,0.11,2.27,9.86
"5005","K84049",10.16,0.1,6.67,8.52,0.83,0.84,3.37,3.42,8.97,0.05,1.32,5.9
"5006","K84050",20.29,0.2,6.37,14.86,0.84,0.89,3.48,3.51,11.84,0.12,3.02,9.37
"5007","K84051",21.2,0.21,7.22,15.35,1,1.05,3.81,3.79,12.46,0.2,3.79,13.09
"5008","K84052",19.53,0.2,6.8,15.85,0.93,0.98,3.51,3.55,11.76,0.12,2.55,8.24
"5009","K84054",18.76,0.19,6.85,15.25,0.91,0.95,3.67,3.66,11.47,0.12,2.53,11.32
